window,window_mid,feature_i,feature_j,corr,sd_i
2012-2014,2013.0,orb,pf,0.516,1.7208
2012-2014,2013.0,drb,fg3m,-0.5698,2.639
2012-2014,2013.0,drb,fg3_miss,-0.6018,2.639
2012-2014,2013.0,drb,fg2m,0.4535,2.639
2012-2014,2013.0,drb,fg2_miss,0.2649,2.639
2012-2014,2013.0,drb,ftm,0.103,2.639
2012-2014,2013.0,drb,ft_miss,0.4975,2.639
2012-2014,2013.0,drb,orb,0.7552,2.639
2012-2014,2013.0,drb,drb,1.0,2.639
2012-2014,2013.0,drb,ast,-0.423,2.639
2012-2014,2013.0,drb,tov,-0.0224,2.639
2012-2014,2013.0,drb,stl,-0.2138,2.639
2012-2014,2013.0,drb,blk,0.6131,2.639
2012-2014,2013.0,drb,pf,0.3436,2.639
2012-2014,2013.0,ast,fg3m,0.2456,3.0104
2012-2014,2013.0,ast,fg3_miss,0.2757,3.0104
2012-2014,2013.0,ast,fg2m,0.0001,3.0104
2012-2014,2013.0,ast,fg2_miss,0.1015,3.0104
2012-2014,2013.0,ast,ftm,0.2325,3.0104
2012-2014,2013.0,ast,ft_miss,-0.1392,3.0104
2012-2014,2013.0,ast,orb,-0.528,3.0104
2012-2014,2013.0,ast,drb,-0.423,3.0104
2012-2014,2013.0,ast,ast,1.0,3.0104
2012-2014,2013.0,ast,tov,0.6477,3.0104
2012-2014,2013.0,ast,stl,0.3969,3.0104
2012-2014,2013.0,ast,blk,-0.4489,3.0104
2012-2014,2013.0,ast,pf,-0.4009,3.0104
2012-2014,2013.0,tov,fg3m,-0.0717,0.8717
2012-2014,2013.0,tov,fg3_miss,-0.0255,0.8717
2012-2014,2013.0,tov,fg2m,0.3939,0.8717
2012-2014,2013.0,tov,fg2_miss,0.45,0.8717
2012-2014,2013.0,tov,ftm,0.5168,0.8717
2012-2014,2013.0,tov,ft_miss,0.2953,0.8717
2012-2014,2013.0,tov,orb,-0.1232,0.8717
2012-2014,2013.0,tov,drb,-0.0224,0.8717
2012-2014,2013.0,tov,ast,0.6477,0.8717
2012-2014,2013.0,tov,tov,1.0,0.8717
2012-2014,2013.0,tov,stl,0.2643,0.8717
2012-2014,2013.0,tov,blk,-0.1225,0.8717
2012-2014,2013.0,tov,pf,-0.0962,0.8717
2012-2014,2013.0,stl,fg3m,0.0959,0.5168
2012-2014,2013.0,stl,fg3_miss,0.144,0.5168
2012-2014,2013.0,stl,fg2m,-0.0579,0.5168
2012-2014,2013.0,stl,fg2_miss,-0.0341,0.5168
2012-2014,2013.0,stl,ftm,0.097,0.5168
2012-2014,2013.0,stl,ft_miss,0.0351,0.5168
2012-2014,2013.0,stl,orb,-0.2275,0.5168
2012-2014,2013.0,stl,drb,-0.2138,0.5168
2012-2014,2013.0,stl,ast,0.3969,0.5168
2012-2014,2013.0,stl,tov,0.2643,0.5168
2012-2014,2013.0,stl,stl,1.0,0.5168
2012-2014,2013.0,stl,blk,-0.2252,0.5168
2012-2014,2013.0,stl,pf,-0.0929,0.5168
2012-2014,2013.0,blk,fg3m,-0.5432,0.9553
2012-2014,2013.0,blk,fg3_miss,-0.577,0.9553
2012-2014,2013.0,blk,fg2m,0.2964,0.9553
2012-2014,2013.0,blk,fg2_miss,0.1137,0.9553
2012-2014,2013.0,blk,ftm,-0.0319,0.9553
2012-2014,2013.0,blk,ft_miss,0.3763,0.9553
2012-2014,2013.0,blk,orb,0.663,0.9553
2012-2014,2013.0,blk,drb,0.6131,0.9553
2012-2014,2013.0,blk,ast,-0.4489,0.9553
2012-2014,2013.0,blk,tov,-0.1225,0.9553
2012-2014,2013.0,blk,stl,-0.2252,0.9553
2012-2014,2013.0,blk,blk,1.0,0.9553
2012-2014,2013.0,blk,pf,0.4474,0.9553
2012-2014,2013.0,pf,fg3m,-0.3958,1.3057
2012-2014,2013.0,pf,fg3_miss,-0.3982,1.3057
2012-2014,2013.0,pf,fg2m,-0.0499,1.3057
2012-2014,2013.0,pf,fg2_miss,-0.0879,1.3057
2012-2014,2013.0,pf,ftm,-0.2369,1.3057
2012-2014,2013.0,pf,ft_miss,0.1689,1.3057
2012-2014,2013.0,pf,orb,0.516,1.3057
2012-2014,2013.0,pf,drb,0.3436,1.3057
2012-2014,2013.0,pf,ast,-0.4009,1.3057
2012-2014,2013.0,pf,tov,-0.0962,1.3057
2012-2014,2013.0,pf,stl,-0.0929,1.3057
2012-2014,2013.0,pf,blk,0.4474,1.3057
2012-2014,2013.0,pf,pf,1.0,1.3057
2015-2017,2016.0,fg3m,fg3m,1.0,1.2942
2015-2017,2016.0,fg3m,fg3_miss,0.9482,1.2942
2015-2017,2016.0,fg3m,fg2m,-0.4452,1.2942
2015-2017,2016.0,fg3m,fg2_miss,-0.3079,1.2942
2015-2017,2016.0,fg3m,ftm,0.0371,1.2942
2015-2017,2016.0,fg3m,ft_miss,-0.4504,1.2942
2015-2017,2016.0,fg3m,orb,-0.6768,1.2942
2015-2017,2016.0,fg3m,drb,-0.5051,1.2942
2015-2017,2016.0,fg3m,ast,0.171,1.2942
2015-2017,2016.0,fg3m,tov,-0.0199,1.2942
2015-2017,2016.0,fg3m,stl,0.0899,1.2942
2015-2017,2016.0,fg3m,blk,-0.507,1.2942
2015-2017,2016.0,fg3m,pf,-0.3984,1.2942
2015-2017,2016.0,fg3_miss,fg3m,0.9482,2.1367
2015-2017,2016.0,fg3_miss,fg3_miss,1.0,2.1367
2015-2017,2016.0,fg3_miss,fg2m,-0.4702,2.1367
2015-2017,2016.0,fg3_miss,fg2_miss,-0.2947,2.1367
2015-2017,2016.0,fg3_miss,ftm,0.0365,2.1367
2015-2017,2016.0,fg3_miss,ft_miss,-0.4435,2.1367
2015-2017,2016.0,fg3_miss,orb,-0.7089,2.1367
2015-2017,2016.0,fg3_miss,drb,-0.532,2.1367
2015-2017,2016.0,fg3_miss,ast,0.2007,2.1367
2015-2017,2016.0,fg3_miss,tov,0.0173,2.1367
2015-2017,2016.0,fg3_miss,stl,0.123,2.1367
2015-2017,2016.0,fg3_miss,blk,-0.5348,2.1367
2015-2017,2016.0,fg3_miss,pf,-0.3809,2.1367
2015-2017,2016.0,fg2m,fg3m,-0.4452,2.454
2015-2017,2016.0,fg2m,fg3_miss,-0.4702,2.454
2015-2017,2016.0,fg2m,fg2m,1.0,2.454
2015-2017,2016.0,fg2m,fg2_miss,0.86,2.454
2015-2017,2016.0,fg2m,ftm,0.5789,2.454
2015-2017,2016.0,fg2m,ft_miss,0.4793,2.454
2015-2017,2016.0,fg2m,orb,0.4301,2.454
2015-2017,2016.0,fg2m,drb,0.4369,2.454
2015-2017,2016.0,fg2m,ast,0.1038,2.454
2015-2017,2016.0,fg2m,tov,0.4197,2.454
2015-2017,2016.0,fg2m,stl,-0.0474,2.454
2015-2017,2016.0,fg2m,blk,0.3502,2.454
2015-2017,2016.0,fg2m,pf,-0.0248,2.454
2015-2017,2016.0,fg2_miss,fg3m,-0.3079,2.3887
2015-2017,2016.0,fg2_miss,fg3_miss,-0.2947,2.3887
2015-2017,2016.0,fg2_miss,fg2m,0.86,2.3887
2015-2017,2016.0,fg2_miss,fg2_miss,1.0,2.3887
2015-2017,2016.0,fg2_miss,ftm,0.593,2.3887
2015-2017,2016.0,fg2_miss,ft_miss,0.3186,2.3887
2015-2017,2016.0,fg2_miss,orb,0.1827,2.3887
2015-2017,2016.0,fg2_miss,drb,0.2131,2.3887
2015-2017,2016.0,fg2_miss,ast,0.2494,2.3887
2015-2017,2016.0,fg2_miss,tov,0.5101,2.3887
2015-2017,2016.0,fg2_miss,stl,0.0115,2.3887
2015-2017,2016.0,fg2_miss,blk,0.1087,2.3887
2015-2017,2016.0,fg2_miss,pf,-0.1087,2.3887
2015-2017,2016.0,ftm,fg3m,0.0371,2.0062
2015-2017,2016.0,ftm,fg3_miss,0.0365,2.0062
2015-2017,2016.0,ftm,fg2m,0.5789,2.0062
2015-2017,2016.0,ftm,fg2_miss,0.593,2.0062
2015-2017,2016.0,ftm,ftm,1.0,2.0062
2015-2017,2016.0,ftm,ft_miss,0.4269,2.0062
2015-2017,2016.0,ftm,orb,0.0337,2.0062
2015-2017,2016.0,ftm,drb,0.1592,2.0062
2015-2017,2016.0,ftm,ast,0.3152,2.0062
2015-2017,2016.0,ftm,tov,0.5501,2.0062
2015-2017,2016.0,ftm,stl,0.1315,2.0062
2015-2017,2016.0,ftm,blk,0.061,2.0062
2015-2017,2016.0,ftm,pf,-0.2141,2.0062
2015-2017,2016.0,ft_miss,fg3m,-0.4504,0.7696
2015-2017,2016.0,ft_miss,fg3_miss,-0.4435,0.7696
2015-2017,2016.0,ft_miss,fg2m,0.4793,0.7696
2015-2017,2016.0,ft_miss,fg2_miss,0.3186,0.7696
2015-2017,2016.0,ft_miss,ftm,0.4269,0.7696
2015-2017,2016.0,ft_miss,ft_miss,1.0,0.7696
2015-2017,2016.0,ft_miss,orb,0.5595,0.7696
2015-2017,2016.0,ft_miss,drb,0.5415,0.7696
2015-2017,2016.0,ft_miss,ast,-0.0613,0.7696
2015-2017,2016.0,ft_miss,tov,0.2864,0.7696
2015-2017,2016.0,ft_miss,stl,0.0495,0.7696
2015-2017,2016.0,ft_miss,blk,0.4642,0.7696
2015-2017,2016.0,ft_miss,pf,0.2141,0.7696
2015-2017,2016.0,orb,fg3m,-0.6768,1.6495
2015-2017,2016.0,orb,fg3_miss,-0.7089,1.6495
2015-2017,2016.0,orb,fg2m,0.4301,1.6495
2015-2017,2016.0,orb,fg2_miss,0.1827,1.6495
2015-2017,2016.0,orb,ftm,0.0337,1.6495
2015-2017,2016.0,orb,ft_miss,0.5595,1.6495
2015-2017,2016.0,orb,orb,1.0,1.6495
2015-2017,2016.0,orb,drb,0.7692,1.6495
2015-2017,2016.0,orb,ast,-0.4179,1.6495
2015-2017,2016.0,orb,tov,-0.0634,1.6495
2015-2017,2016.0,orb,stl,-0.1965,1.6495
2015-2017,2016.0,orb,blk,0.6747,1.6495
2015-2017,2016.0,orb,pf,0.5071,1.6495
2015-2017,2016.0,drb,fg3m,-0.5051,2.7144
2015-2017,2016.0,drb,fg3_miss,-0.532,2.7144
2015-2017,2016.0,drb,fg2m,0.4369,2.7144
2015-2017,2016.0,drb,fg2_miss,0.2131,2.7144
2015-2017,2016.0,drb,ftm,0.1592,2.7144
2015-2017,2016.0,drb,ft_miss,0.5415,2.7144
2015-2017,2016.0,drb,orb,0.7692,2.7144
2015-2017,2016.0,drb,drb,1.0,2.7144
2015-2017,2016.0,drb,ast,-0.2838,2.7144
2015-2017,2016.0,drb,tov,0.0628,2.7144
2015-2017,2016.0,drb,stl,-0.1455,2.7144
2015-2017,2016.0,drb,blk,0.6583,2.7144
2015-2017,2016.0,drb,pf,0.3784,2.7144
2015-2017,2016.0,ast,fg3m,0.171,2.9417
2015-2017,2016.0,ast,fg3_miss,0.2007,2.9417
2015-2017,2016.0,ast,fg2m,0.1038,2.9417
2015-2017,2016.0,ast,fg2_miss,0.2494,2.9417
2015-2017,2016.0,ast,ftm,0.3152,2.9417
2015-2017,2016.0,ast,ft_miss,-0.0613,2.9417
2015-2017,2016.0,ast,orb,-0.4179,2.9417
2015-2017,2016.0,ast,drb,-0.2838,2.9417
2015-2017,2016.0,ast,ast,1.0,2.9417
2015-2017,2016.0,ast,tov,0.7094,2.9417
2015-2017,2016.0,ast,stl,0.4226,2.9417
2015-2017,2016.0,ast,blk,-0.351,2.9417
2015-2017,2016.0,ast,pf,-0.3094,2.9417
2015-2017,2016.0,tov,fg3m,-0.0199,0.9667
2015-2017,2016.0,tov,fg3_miss,0.0173,0.9667
2015-2017,2016.0,tov,fg2m,0.4197,0.9667
2015-2017,2016.0,tov,fg2_miss,0.5101,0.9667
2015-2017,2016.0,tov,ftm,0.5501,0.9667
2015-2017,2016.0,tov,ft_miss,0.2864,0.9667
2015-2017,2016.0,tov,orb,-0.0634,0.9667
2015-2017,2016.0,tov,drb,0.0628,0.9667
2015-2017,2016.0,tov,ast,0.7094,0.9667
2015-2017,2016.0,tov,tov,1.0,0.9667
2015-2017,2016.0,tov,stl,0.3045,0.9667
2015-2017,2016.0,tov,blk,-0.0376,0.9667
2015-2017,2016.0,tov,pf,-0.0331,0.9667
2015-2017,2016.0,stl,fg3m,0.0899,0.5172
2015-2017,2016.0,stl,fg3_miss,0.123,0.5172
2015-2017,2016.0,stl,fg2m,-0.0474,0.5172
2015-2017,2016.0,stl,fg2_miss,0.0115,0.5172
2015-2017,2016.0,stl,ftm,0.1315,0.5172
2015-2017,2016.0,stl,ft_miss,0.0495,0.5172
2015-2017,2016.0,stl,orb,-0.1965,0.5172
2015-2017,2016.0,stl,drb,-0.1455,0.5172
2015-2017,2016.0,stl,ast,0.4226,0.5172
2015-2017,2016.0,stl,tov,0.3045,0.5172
2015-2017,2016.0,stl,stl,1.0,0.5172
2015-2017,2016.0,stl,blk,-0.1622,0.5172
2015-2017,2016.0,stl,pf,-0.0707,0.5172
2015-2017,2016.0,blk,fg3m,-0.507,0.8708
2015-2017,2016.0,blk,fg3_miss,-0.5348,0.8708
2015-2017,2016.0,blk,fg2m,0.3502,0.8708
2015-2017,2016.0,blk,fg2_miss,0.1087,0.8708
2015-2017,2016.0,blk,ftm,0.061,0.8708
2015-2017,2016.0,blk,ft_miss,0.4642,0.8708
2015-2017,2016.0,blk,orb,0.6747,0.8708
2015-2017,2016.0,blk,drb,0.6583,0.8708
2015-2017,2016.0,blk,ast,-0.351,0.8708
2015-2017,2016.0,blk,tov,-0.0376,0.8708
2015-2017,2016.0,blk,stl,-0.1622,0.8708
2015-2017,2016.0,blk,blk,1.0,0.8708
2015-2017,2016.0,blk,pf,0.4417,0.8708
2015-2017,2016.0,pf,fg3m,-0.3984,1.1706
2015-2017,2016.0,pf,fg3_miss,-0.3809,1.1706
2015-2017,2016.0,pf,fg2m,-0.0248,1.1706
2015-2017,2016.0,pf,fg2_miss,-0.1087,1.1706
2015-2017,2016.0,pf,ftm,-0.2141,1.1706
2015-2017,2016.0,pf,ft_miss,0.2141,1.1706
2015-2017,2016.0,pf,orb,0.5071,1.1706
2015-2017,2016.0,pf,drb,0.3784,1.1706
2015-2017,2016.0,pf,ast,-0.3094,1.1706
2015-2017,2016.0,pf,tov,-0.0331,1.1706
2015-2017,2016.0,pf,stl,-0.0707,1.1706
2015-2017,2016.0,pf,blk,0.4417,1.1706
2015-2017,2016.0,pf,pf,1.0,1.1706
2018-2020,2019.0,fg3m,fg3m,1.0,1.309
2018-2020,2019.0,fg3m,fg3_miss,0.9403,1.309
2018-2020,2019.0,fg3m,fg2m,-0.4099,1.309
2018-2020,2019.0,fg3m,fg2_miss,-0.2046,1.309
2018-2020,2019.0,fg3m,ftm,0.0589,1.309
2018-2020,2019.0,fg3m,ft_miss,-0.4369,1.309
2018-2020,2019.0,fg3m,orb,-0.658,1.309
2018-2020,2019.0,fg3m,drb,-0.4252,1.309
2018-2020,2019.0,fg3m,ast,0.0893,1.309
2018-2020,2019.0,fg3m,tov,-0.0182,1.309
2018-2020,2019.0,fg3m,stl,-0.0547,1.309
2018-2020,2019.0,fg3m,blk,-0.4627,1.309
2018-2020,2019.0,fg3m,pf,-0.4306,1.309
2018-2020,2019.0,fg3_miss,fg3m,0.9403,2.1159
2018-2020,2019.0,fg3_miss,fg3_miss,1.0,2.1159
2018-2020,2019.0,fg3_miss,fg2m,-0.4118,2.1159
2018-2020,2019.0,fg3_miss,fg2_miss,-0.178,2.1159
2018-2020,2019.0,fg3_miss,ftm,0.077,2.1159
2018-2020,2019.0,fg3_miss,ft_miss,-0.3891,2.1159
2018-2020,2019.0,fg3_miss,orb,-0.6792,2.1159
2018-2020,2019.0,fg3_miss,drb,-0.4382,2.1159
2018-2020,2019.0,fg3_miss,ast,0.1296,2.1159
2018-2020,2019.0,fg3_miss,tov,0.0354,2.1159
2018-2020,2019.0,fg3_miss,stl,-0.0164,2.1159
2018-2020,2019.0,fg3_miss,blk,-0.4666,2.1159
2018-2020,2019.0,fg3_miss,pf,-0.3994,2.1159
2018-2020,2019.0,fg2m,fg3m,-0.4099,2.5234
2018-2020,2019.0,fg2m,fg3_miss,-0.4118,2.5234
2018-2020,2019.0,fg2m,fg2m,1.0,2.5234
2018-2020,2019.0,fg2m,fg2_miss,0.83,2.5234
2018-2020,2019.0,fg2m,ftm,0.631,2.5234
2018-2020,2019.0,fg2m,ft_miss,0.6406,2.5234
2018-2020,2019.0,fg2m,orb,0.4757,2.5234
2018-2020,2019.0,fg2m,drb,0.477,2.5234
2018-2020,2019.0,fg2m,ast,0.2265,2.5234
2018-2020,2019.0,fg2m,tov,0.5526,2.5234
2018-2020,2019.0,fg2m,stl,0.0185,2.5234
2018-2020,2019.0,fg2m,blk,0.3466,2.5234
2018-2020,2019.0,fg2m,pf,0.0137,2.5234
2018-2020,2019.0,fg2_miss,fg3m,-0.2046,2.1474
2018-2020,2019.0,fg2_miss,fg3_miss,-0.178,2.1474
2018-2020,2019.0,fg2_miss,fg2m,0.83,2.1474
2018-2020,2019.0,fg2_miss,fg2_miss,1.0,2.1474
2018-2020,2019.0,fg2_miss,ftm,0.6172,2.1474
2018-2020,2019.0,fg2_miss,ft_miss,0.4632,2.1474
2018-2020,2019.0,fg2_miss,orb,0.1462,2.1474
2018-2020,2019.0,fg2_miss,drb,0.2094,2.1474
2018-2020,2019.0,fg2_miss,ast,0.3703,2.1474
2018-2020,2019.0,fg2_miss,tov,0.6137,2.1474
2018-2020,2019.0,fg2_miss,stl,0.0823,2.1474
2018-2020,2019.0,fg2_miss,blk,0.0529,2.1474
2018-2020,2019.0,fg2_miss,pf,-0.1685,2.1474
2018-2020,2019.0,ftm,fg3m,0.0589,1.9521
2018-2020,2019.0,ftm,fg3_miss,0.077,1.9521
2018-2020,2019.0,ftm,fg2m,0.631,1.9521
2018-2020,2019.0,ftm,fg2_miss,0.6172,1.9521
2018-2020,2019.0,ftm,ftm,1.0,1.9521
2018-2020,2019.0,ftm,ft_miss,0.5623,1.9521
2018-2020,2019.0,ftm,orb,0.101,1.9521
2018-2020,2019.0,ftm,drb,0.2539,1.9521
2018-2020,2019.0,ftm,ast,0.3625,1.9521
2018-2020,2019.0,ftm,tov,0.6329,1.9521
2018-2020,2019.0,ftm,stl,0.0644,1.9521
2018-2020,2019.0,ftm,blk,0.1025,1.9521
2018-2020,2019.0,ftm,pf,-0.1493,1.9521
2018-2020,2019.0,ft_miss,fg3m,-0.4369,0.6586
2018-2020,2019.0,ft_miss,fg3_miss,-0.3891,0.6586
2018-2020,2019.0,ft_miss,fg2m,0.6406,0.6586
2018-2020,2019.0,ft_miss,fg2_miss,0.4632,0.6586
2018-2020,2019.0,ft_miss,ftm,0.5623,0.6586
2018-2020,2019.0,ft_miss,ft_miss,1.0,0.6586
2018-2020,2019.0,ft_miss,orb,0.5268,0.6586
2018-2020,2019.0,ft_miss,drb,0.5181,0.6586
2018-2020,2019.0,ft_miss,ast,0.118,0.6586
2018-2020,2019.0,ft_miss,tov,0.476,0.6586
2018-2020,2019.0,ft_miss,stl,0.0532,0.6586
2018-2020,2019.0,ft_miss,blk,0.4133,0.6586
2018-2020,2019.0,ft_miss,pf,0.2065,0.6586
2018-2020,2019.0,orb,fg3m,-0.658,1.525
2018-2020,2019.0,orb,fg3_miss,-0.6792,1.525
2018-2020,2019.0,orb,fg2m,0.4757,1.525
2018-2020,2019.0,orb,fg2_miss,0.1462,1.525
2018-2020,2019.0,orb,ftm,0.101,1.525
2018-2020,2019.0,orb,ft_miss,0.5268,1.525
2018-2020,2019.0,orb,orb,1.0,1.525
2018-2020,2019.0,orb,drb,0.7292,1.525
2018-2020,2019.0,orb,ast,-0.2984,1.525
2018-2020,2019.0,orb,tov,0.0305,1.525
2018-2020,2019.0,orb,stl,-0.1107,1.525
2018-2020,2019.0,orb,blk,0.6421,1.525
2018-2020,2019.0,orb,pf,0.5017,1.525
2018-2020,2019.0,drb,fg3m,-0.4252,2.7619
2018-2020,2019.0,drb,fg3_miss,-0.4382,2.7619
2018-2020,2019.0,drb,fg2m,0.477,2.7619
2018-2020,2019.0,drb,fg2_miss,0.2094,2.7619
2018-2020,2019.0,drb,ftm,0.2539,2.7619
2018-2020,2019.0,drb,ft_miss,0.5181,2.7619
2018-2020,2019.0,drb,orb,0.7292,2.7619
2018-2020,2019.0,drb,drb,1.0,2.7619
2018-2020,2019.0,drb,ast,-0.1389,2.7619
2018-2020,2019.0,drb,tov,0.2151,2.7619
2018-2020,2019.0,drb,stl,-0.0795,2.7619
2018-2020,2019.0,drb,blk,0.5859,2.7619
2018-2020,2019.0,drb,pf,0.3455,2.7619
2018-2020,2019.0,ast,fg3m,0.0893,2.7478
2018-2020,2019.0,ast,fg3_miss,0.1296,2.7478
2018-2020,2019.0,ast,fg2m,0.2265,2.7478
2018-2020,2019.0,ast,fg2_miss,0.3703,2.7478
2018-2020,2019.0,ast,ftm,0.3625,2.7478
2018-2020,2019.0,ast,ft_miss,0.118,2.7478
2018-2020,2019.0,ast,orb,-0.2984,2.7478
2018-2020,2019.0,ast,drb,-0.1389,2.7478
2018-2020,2019.0,ast,ast,1.0,2.7478
2018-2020,2019.0,ast,tov,0.6997,2.7478
2018-2020,2019.0,ast,stl,0.3505,2.7478
2018-2020,2019.0,ast,blk,-0.2877,2.7478
2018-2020,2019.0,ast,pf,-0.3095,2.7478
2018-2020,2019.0,tov,fg3m,-0.0182,0.9859
2018-2020,2019.0,tov,fg3_miss,0.0354,0.9859
2018-2020,2019.0,tov,fg2m,0.5526,0.9859
2018-2020,2019.0,tov,fg2_miss,0.6137,0.9859
2018-2020,2019.0,tov,ftm,0.6329,0.9859
2018-2020,2019.0,tov,ft_miss,0.476,0.9859
2018-2020,2019.0,tov,orb,0.0305,0.9859
2018-2020,2019.0,tov,drb,0.2151,0.9859
2018-2020,2019.0,tov,ast,0.6997,0.9859
2018-2020,2019.0,tov,tov,1.0,0.9859
2018-2020,2019.0,tov,stl,0.2297,0.9859
2018-2020,2019.0,tov,blk,-0.0023,0.9859
2018-2020,2019.0,tov,pf,-0.0418,0.9859
2018-2020,2019.0,stl,fg3m,-0.0547,0.4723
2018-2020,2019.0,stl,fg3_miss,-0.0164,0.4723
2018-2020,2019.0,stl,fg2m,0.0185,0.4723
2018-2020,2019.0,stl,fg2_miss,0.0823,0.4723
2018-2020,2019.0,stl,ftm,0.0644,0.4723
2018-2020,2019.0,stl,ft_miss,0.0532,0.4723
2018-2020,2019.0,stl,orb,-0.1107,0.4723
2018-2020,2019.0,stl,drb,-0.0795,0.4723
2018-2020,2019.0,stl,ast,0.3505,0.4723
2018-2020,2019.0,stl,tov,0.2297,0.4723
2018-2020,2019.0,stl,stl,1.0,0.4723
2018-2020,2019.0,stl,blk,-0.0452,0.4723
2018-2020,2019.0,stl,pf,-0.0251,0.4723
2018-2020,2019.0,blk,fg3m,-0.4627,0.7939
2018-2020,2019.0,blk,fg3_miss,-0.4666,0.7939
2018-2020,2019.0,blk,fg2m,0.3466,0.7939
2018-2020,2019.0,blk,fg2_miss,0.0529,0.7939
2018-2020,2019.0,blk,ftm,0.1025,0.7939
2018-2020,2019.0,blk,ft_miss,0.4133,0.7939
2018-2020,2019.0,blk,orb,0.6421,0.7939
2018-2020,2019.0,blk,drb,0.5859,0.7939
2018-2020,2019.0,blk,ast,-0.2877,0.7939
2018-2020,2019.0,blk,tov,-0.0023,0.7939
2018-2020,2019.0,blk,stl,-0.0452,0.7939
2018-2020,2019.0,blk,blk,1.0,0.7939
2018-2020,2019.0,blk,pf,0.4629,0.7939
2018-2020,2019.0,pf,fg3m,-0.4306,1.1076
2018-2020,2019.0,pf,fg3_miss,-0.3994,1.1076
2018-2020,2019.0,pf,fg2m,0.0137,1.1076
2018-2020,2019.0,pf,fg2_miss,-0.1685,1.1076
2018-2020,2019.0,pf,ftm,-0.1493,1.1076
2018-2020,2019.0,pf,ft_miss,0.2065,1.1076
2018-2020,2019.0,pf,orb,0.5017,1.1076
2018-2020,2019.0,pf,drb,0.3455,1.1076
2018-2020,2019.0,pf,ast,-0.3095,1.1076
2018-2020,2019.0,pf,tov,-0.0418,1.1076
2018-2020,2019.0,pf,stl,-0.0251,1.1076
2018-2020,2019.0,pf,blk,0.4629,1.1076
2018-2020,2019.0,pf,pf,1.0,1.1076
2021-2023,2022.0,fg3m,fg3m,1.0,1.3755
2021-2023,2022.0,fg3m,fg3_miss,0.9331,1.3755
2021-2023,2022.0,fg3m,fg2m,-0.3759,1.3755
2021-2023,2022.0,fg3m,fg2_miss,-0.1247,1.3755
2021-2023,2022.0,fg3m,ftm,-0.0117,1.3755
2021-2023,2022.0,fg3m,ft_miss,-0.4382,1.3755
2021-2023,2022.0,fg3m,orb,-0.6757,1.3755
2021-2023,2022.0,fg3m,drb,-0.4299,1.3755
2021-2023,2022.0,fg3m,ast,0.1059,1.3755
2021-2023,2022.0,fg3m,tov,-0.007,1.3755
2021-2023,2022.0,fg3m,stl,-0.071,1.3755
2021-2023,2022.0,fg3m,blk,-0.4859,1.3755
2021-2023,2022.0,fg3m,pf,-0.4431,1.3755
2021-2023,2022.0,fg3_miss,fg3m,0.9331,2.1909
2021-2023,2022.0,fg3_miss,fg3_miss,1.0,2.1909
2021-2023,2022.0,fg3_miss,fg2m,-0.3714,2.1909
2021-2023,2022.0,fg3_miss,fg2_miss,-0.0817,2.1909
2021-2023,2022.0,fg3_miss,ftm,0.0079,2.1909
2021-2023,2022.0,fg3_miss,ft_miss,-0.3909,2.1909
2021-2023,2022.0,fg3_miss,orb,-0.6937,2.1909
2021-2023,2022.0,fg3_miss,drb,-0.4435,2.1909
2021-2023,2022.0,fg3_miss,ast,0.1289,2.1909
2021-2023,2022.0,fg3_miss,tov,0.0436,2.1909
2021-2023,2022.0,fg3_miss,stl,-0.0435,2.1909
2021-2023,2022.0,fg3_miss,blk,-0.4978,2.1909
2021-2023,2022.0,fg3_miss,pf,-0.4081,2.1909
2021-2023,2022.0,fg2m,fg3m,-0.3759,2.608
2021-2023,2022.0,fg2m,fg3_miss,-0.3714,2.608
2021-2023,2022.0,fg2m,fg2m,1.0,2.608
2021-2023,2022.0,fg2m,fg2_miss,0.8137,2.608
2021-2023,2022.0,fg2m,ftm,0.6973,2.608
2021-2023,2022.0,fg2m,ft_miss,0.6503,2.608
2021-2023,2022.0,fg2m,orb,0.3696,2.608
2021-2023,2022.0,fg2m,drb,0.4809,2.608
2021-2023,2022.0,fg2m,ast,0.2692,2.608
2021-2023,2022.0,fg2m,tov,0.5664,2.608
2021-2023,2022.0,fg2m,stl,-0.0645,2.608
2021-2023,2022.0,fg2m,blk,0.2756,2.608
2021-2023,2022.0,fg2m,pf,0.022,2.608
2021-2023,2022.0,fg2_miss,fg3m,-0.1247,2.1188
2021-2023,2022.0,fg2_miss,fg3_miss,-0.0817,2.1188
2021-2023,2022.0,fg2_miss,fg2m,0.8137,2.1188
2021-2023,2022.0,fg2_miss,fg2_miss,1.0,2.1188
2021-2023,2022.0,fg2_miss,ftm,0.6867,2.1188
2021-2023,2022.0,fg2_miss,ft_miss,0.4733,2.1188
2021-2023,2022.0,fg2_miss,orb,0.0274,2.1188
2021-2023,2022.0,fg2_miss,drb,0.2013,2.1188
2021-2023,2022.0,fg2_miss,ast,0.4398,2.1188
2021-2023,2022.0,fg2_miss,tov,0.6507,2.1188
2021-2023,2022.0,fg2_miss,stl,0.0245,2.1188
2021-2023,2022.0,fg2_miss,blk,-0.0332,2.1188
2021-2023,2022.0,fg2_miss,pf,-0.1572,2.1188
2021-2023,2022.0,ftm,fg3m,-0.0117,2.107
2021-2023,2022.0,ftm,fg3_miss,0.0079,2.107
2021-2023,2022.0,ftm,fg2m,0.6973,2.107
2021-2023,2022.0,ftm,fg2_miss,0.6867,2.107
