lam,ratio,c,corr_total,corr_off,corr_def
200.0,1.0,0.6,0.49007431817065783,0.4687087292024973,0.491724727055911
200.0,1.0,0.7,0.5084949834782345,0.49324614410593104,0.5084023203261251
200.0,1.0,0.8,0.523335306625347,0.5131894957911212,0.5222445289199225
200.0,1.0,0.9,0.5351169378305181,0.5293722991935539,0.5336147023447589
200.0,1.0,1.0,0.5443385787598438,0.5425102347778353,0.5428641251480029
200.0,1.0,1.1,0.5514504114312642,0.5531968672914265,0.550316687658603
261.08763106611656,0.1,0.4,0.438588196516483,0.4075091770475506,0.43980013224904807
261.08763106611656,0.1,0.5,0.4654152859828845,0.44382077013396126,0.4625255224039534
261.08763106611656,0.1,0.6,0.48794013797686353,0.4735704489369778,0.48211595370590066
261.08763106611656,0.1,0.7,0.5065208588135971,0.4977372179455139,0.498806023671672
261.08763106611656,0.1,0.8,0.5216095474293148,0.5172838143287624,0.5128785729762528
261.08763106611656,0.1,0.9,0.5336887924881303,0.5330732257185975,0.5246352069026262
261.08763106611656,0.1,1.0,0.5432276246814928,0.5458382597706739,0.5343746716296468
261.08763106611656,0.1,1.1,0.5506554345007735,0.5561811317343874,0.5423786683601263
261.08763106611656,0.18,0.4,0.4392419563521131,0.40746326161220053,0.4409858139462675
261.08763106611656,0.18,0.5,0.4660971654543968,0.4437911770126853,0.4638029375571893
261.08763106611656,0.18,0.6,0.48861440648940924,0.47355269671223815,0.48343898164776944
261.08763106611656,0.18,0.7,0.5071609778790978,0.4977276842639234,0.5001365228931366
261.08763106611656,0.18,0.8,0.5221977906786451,0.5172797496867179,0.5141867606117807
261.08763106611656,0.18,0.9,0.534214903918077,0.5330726331805644,0.5258991382704207
261.08763106611656,0.18,1.0,0.5436871255922098,0.5458397355644279,0.535579213141397
261.08763106611656,0.18,1.1,0.5510479796853143,0.5561837146877864,0.5435142736174482
261.08763106611656,0.2872,0.4,0.44003763443630695,0.40740462247260584,0.44249511053656676
261.08763106611656,0.2872,0.5,0.4669241563609182,0.44374935380157965,0.46542437683992904
261.08763106611656,0.2872,0.6,0.48942816740248996,0.4735232323099192,0.4851131983667834
261.08763106611656,0.2872,0.7,0.50792877328337,0.4977069642545465,0.5018147843997286
261.08763106611656,0.2872,0.8,0.522898082512024,0.5172650194838053,0.5158313541795615
261.08763106611656,0.2872,0.9,0.5348355551140344,0.533061881244798,0.5274825923424692
261.08763106611656,0.2872,1.0,0.5442231981869728,0.5458315371542017,0.5370828801053711
261.08763106611656,0.2872,1.1,0.5514996296234616,0.556177083865733,0.5449266826451508
261.08763106611656,0.5,0.4,0.4414353476129436,0.40731048090822414,0.44528234124183574
261.08763106611656,0.5,0.5,0.4683702118077452,0.44367924915019935,0.46840962183642143
261.08763106611656,0.5,0.6,0.49084173552318267,0.47347072268035545,0.4881843144713619
261.08763106611656,0.5,0.7,0.5092513117046836,0.49766687977958707,0.504880669382054
261.08763106611656,0.5,0.8,0.5240918813867721,0.5172334562689261,0.518822406603233
261.08763106611656,0.5,0.9,0.535880164056333,0.5330360126535032,0.5303489444192816
261.08763106611656,0.5,1.0,0.5451112039423861,0.5458093772162207,0.5397914626583246
261.08763106611656,0.5,1.1,0.5522327009614562,0.5561572688364894,0.5474579217917122
261.08763106611656,1.0,0.4,0.44410839739075075,0.4071473304055686,0.4511006398270964
261.08763106611656,1.0,0.5,0.4711169587751863,0.4435534209850039,0.4746041002869302
261.08763106611656,1.0,0.6,0.4934978305401296,0.47337188379752904,0.49451158838050785
261.08763106611656,1.0,0.7,0.5117006627565006,0.4975868884832908,0.5111470955972113
261.08763106611656,1.0,0.8,0.5262624397794202,0.5171662694976035,0.5248838444410259
261.08763106611656,1.0,0.9,0.5377355537237132,0.5329773289466123,0.5361056071771111
261.08763106611656,1.0,1.0,0.5466413615832428,0.5457562271766866,0.5451804354006343
261.08763106611656,1.0,1.1,0.5534453965240821,0.5561076513460927,0.5524451925489376
340.83375547858265,0.1,0.4,0.44142724000028055,0.41353295093680614,0.44024752887339536
